time,lat,lon,alt,vel
09:05:20,50.0836933333,14.4044743333,208.0,
09:05:21,50.083588,14.404487, ,11.175816939665816
09:05:21,50.083588,14.404487,207.6,
09:05:22,50.0834801667,14.4044905, ,10.954605317310067
09:05:22,50.0834801667,14.4044905,206.5,
09:05:23,50.0833666667,14.4044905, ,11.061610009054242
09:05:23,50.0833666667,14.4044905,206.7,
09:05:24,50.0832565,14.4044833333, ,11.106366779158778
09:05:24,50.0832565,14.4044833333,206.7,
09:05:25,50.083154,14.4044938333, ,10.925796361840481
09:05:25,50.083154,14.4044938333,206.8,
09:05:26,50.0830555,14.4044926667, ,10.888756276236727
09:05:26,50.0830555,14.4044926667,207.1,
09:05:27,50.0829556667,14.4044885, ,11.083731171289818
09:05:27,50.0829556667,14.4044885,207.5,
09:05:28,50.0828533333,14.4044846667, ,11.094534529590913
09:05:28,50.0828533333,14.4044846667,207.6,
09:05:29,50.0827555,14.4044758333, ,10.620215655609515
09:05:29,50.0827555,14.4044758333,207.4,
09:05:30,50.0826626667,14.4044718333, ,9.974071940077373
09:05:30,50.0826626667,14.4044718333,207.8,
09:05:31,50.0825805,14.4044723333, ,8.680241172112932
09:05:31,50.0825805,14.4044723333,208.4,
09:05:32,50.0824925,14.4044631667, ,7.622540949872418
09:05:32,50.0824925,14.4044631667,208.5,
09:05:33,50.0824805,14.404447, ,1.1101736768458308
09:05:33,50.0824805,14.404447,208.6,
09:05:34,50.0825258333,14.4044616667, ,1.3591653634043954
09:05:34,50.0825258333,14.4044616667,207.6,
09:05:35,50.0825271667,14.4044636667, ,0.4918100255165034
09:05:35,50.0825271667,14.4044636667,208.1,
09:05:36,50.0825133333,14.4044668333, ,1.3061774631656926
09:05:36,50.0825133333,14.4044668333,209.4,
09:05:37,50.0824976667,14.4044695, ,2.599493785496749
09:05:37,50.0824976667,14.4044695,210.1,
09:05:38,50.0824423333,14.4044566667, ,5.668161988641041
09:05:38,50.0824423333,14.4044566667,210.1,
09:05:39,50.0823403333,14.4044928333, ,5.622890772903119
09:05:39,50.0823403333,14.4044928333,210.8,
09:05:40,50.082283,14.4045, ,1.4466211210799242
09:05:40,50.082283,14.4045,209.5,
09:05:41,50.0822681667,14.4044433333, ,4.153634043954235
09:05:41,50.0822681667,14.4044433333,213.1,
09:05:42,50.0822411667,14.4044545, ,2.4096633467775126
09:05:42,50.0822411667,14.4044545,215.4,
09:05:43,50.0822248333,14.4044486667, ,1.5762614206930612
09:05:43,50.0822248333,14.4044486667,216.2,
09:05:44,50.0822561667,14.4044356667, ,1.2429006502592805
09:05:44,50.0822561667,14.4044356667,214.4,
09:05:45,50.082243,14.4044213333, ,1.7038439377726562
09:05:45,50.082243,14.4044213333,214.7,
09:05:46,50.0822421667,14.4044155, ,0.7850440365462178
09:05:46,50.0822421667,14.4044155,214.0,
09:05:47,50.0822283333,14.404443, ,0.07099349740719402
09:05:47,50.0822283333,14.404443,214.5,
09:05:48,50.0822155,14.4044535, ,0.0241789447691168
09:05:48,50.0822155,14.4044535,214.8,
09:05:49,50.0822003333,14.4044593333, ,0.0411556506708371
09:05:49,50.0822003333,14.4044593333,214.8,
09:05:50,50.0821896667,14.404462, ,0.02160671660218948
09:05:50,50.0821896667,14.404462,214.8,
09:05:51,50.082179,14.404463, ,0.011317803934480203
09:05:51,50.082179,14.404463,214.7,
09:05:52,50.082167,14.4044635, ,0.006687793234011029
09:05:52,50.082167,14.4044635,214.6,
09:05:53,50.0821603333,14.4044638333, ,0.009774467034323813
09:05:53,50.0821603333,14.4044638333,214.5,
09:05:54,50.0821528333,14.4044638333, ,0.004115565067083711
09:05:54,50.0821528333,14.4044638333,214.5,
09:05:55,50.0821436667,14.4044635, ,0.022635607868960406
09:05:55,50.0821436667,14.4044635,214.4,
09:05:56,50.0821378333,14.4044633333, ,0.011317803934480203
09:05:56,50.0821378333,14.4044633333,214.4,
09:05:57,50.082132,14.4044628333, ,0.01594781463494938
09:05:57,50.082132,14.4044628333,214.3,
09:05:58,50.0821246667,14.404462, ,0.009774467034323813
09:05:58,50.0821246667,14.404462,214.2,
09:05:59,50.0821201667,14.4044616667, ,0.006687793234011029
09:05:59,50.0821201667,14.4044616667,214.1,
09:06:00,50.0821165,14.4044616667, ,0.004630010700469174
